board_pos,w_safety,b_safety,w_central,b_central,w_rating,b_rating,turn,square_0,square_1,square_2,square_3,square_4,square_5,square_6,square_7,square_8,square_9,square_10,square_11,square_12,square_13,square_14,square_15,square_16,square_17,square_18,square_19,square_20,square_21,square_22,square_23,square_24,square_25,square_26,square_27,square_28,square_29,square_30,square_31,square_32,square_33,square_34,square_35,square_36,square_37,square_38,square_39,square_40,square_41,square_42,square_43,square_44,square_45,square_46,square_47,square_48,square_49,square_50,square_51,square_52,square_53,square_54,square_55,square_56,square_57,square_58,square_59,square_60,square_61,square_62,square_63,1,2,3,4,5,6,7,8,a,b,c,d,e,f,g,h,columns_moved,ranks_moved,promote_q,promote_r,promote_b,promote_n
r2q1rk1/pppn1ppp/3b1n2/3p3b/3P4/2N2N1P/PPP1BPP1/R1BQ1RK1 w - - 3 10,2,1,5,4,2027,2013,0,2,0,0,5,0,2,6,0,1,1,1,3,0,1,1,1,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,7,0,0,0,0,0,0,9,0,0,9,0,7,7,7,7,0,10,7,7,0,8,0,10,11,0,8,12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
rnbqkbnr/pppp1ppp/4p3/8/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,4,2,2,1,696,754,1,2,3,4,5,6,4,3,2,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,0,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
r3kbnr/pp2pppp/1qn5/1B1p3b/3P4/2N1BN1P/PPP2PP1/R2QK2R b KQkq - 4 8,10,4,5,4,1220,1216,1,2,0,0,0,6,4,3,2,1,1,0,0,1,1,1,1,0,5,3,0,0,0,0,0,0,10,0,1,0,0,0,4,0,0,0,7,0,0,0,0,0,0,9,0,10,9,0,7,7,7,7,0,0,7,7,0,8,0,0,11,12,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,4,4,3,3,1238,1227,0,2,3,4,5,6,4,3,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,7,7,7,7,8,9,10,11,12,10,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
r1bqkbnr/pp5p/2p1pp2/3pP1p1/2P5/2N1P3/PP3PPP/R2QKBNR w KQkq - 0 8,8,6,4,4,1045,1030,0,2,0,4,5,6,4,3,2,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,7,0,1,0,0,0,7,0,0,0,0,0,0,0,9,0,7,0,0,0,7,7,0,0,0,7,7,7,8,0,0,11,12,10,9,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0
r7/pp4kp/2p3p1/2Q1P3/2P1P3/2P3nP/P1P1q3/2K5 b - - 14 34,13,13,5,2,1207,1162,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1,0,0,1,0,0,0,1,0,0,0,11,0,7,0,0,0,0,0,7,0,7,0,0,0,0,0,7,0,0,0,3,7,7,0,7,0,5,0,0,0,0,0,12,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,4,2,4,1,1578,1565,1,2,3,4,5,6,4,3,2,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
r1bqk2r/pp1p1pbp/2n1pnp1/8/2B1P3/2N1BN2/PP3PPP/2RQK2R w Kkq - 6 9,10,2,5,4,1731,1705,0,2,0,4,5,6,0,0,2,1,1,0,1,0,1,4,1,0,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,9,0,10,9,0,0,7,7,0,0,0,7,7,7,0,0,8,11,12,0,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
r2qk1nr/ppp1bpp1/7p/2n2p2/2B2B2/3P1N2/PPP2PPP/R2Q1RK1 w kq - 0 12,1,13,4,3,1439,1396,0,2,0,0,5,6,0,3,2,1,1,1,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,10,0,0,10,0,0,0,0,0,7,0,9,0,0,7,7,7,0,0,7,7,7,8,0,0,11,0,8,12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
2rq1rk1/1p6/1p1p1p1p/p1n1pPp1/P3P1P1/Q2P1B1P/P1PB4/1R2K3 w - - 0 25,11,6,3,4,1554,1550,0,0,0,2,5,0,2,6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,3,0,1,7,1,0,7,0,0,0,7,0,7,0,11,0,0,7,0,10,0,7,7,0,7,10,0,0,0,0,0,8,0,0,12,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2k5/ppp4p/6p1/5p2/5P2/P2B3P/1P3KP1/n6r w - - 0 26,14,7,2,1,1512,1483,0,0,0,6,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,7,0,0,10,0,0,0,7,0,7,0,0,0,12,7,0,3,0,0,0,0,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,4,1,3,0,1822,1797,1,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,7,7,7,7,8,9,10,11,12,10,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,4,4,5,3,1594,1606,1,2,3,4,5,6,4,3,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,7,7,7,0,7,7,7,7,8,0,10,11,12,10,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0
rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,4,4,3,3,1583,1643,1,2,3,4,5,6,4,3,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,7,7,7,0,7,7,7,7,8,9,0,11,12,10,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0
rnbq1rk1/pp2bppp/4pn2/8/2pP4/2N1P3/PP3PPP/R2QKBNR b KQ - 0 9,5,1,5,3,2229,2391,1,2,3,4,5,0,2,6,0,1,1,0,0,4,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,9,0,7,0,0,0,7,7,0,0,0,7,7,7,8,0,0,11,12,10,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
rn3rk1/p3qpb1/bpp1pnpp/4N3/N2PP3/P5P1/1P1B1PBP/2RQR1K1 b - - 3 15,2,3,6,2,2358,2184,1,2,3,0,0,0,2,6,0,1,0,0,0,5,1,4,0,4,1,1,0,1,3,1,1,0,0,0,0,9,0,0,0,9,0,0,7,7,0,0,0,7,0,0,0,0,0,7,0,0,7,0,10,0,7,10,7,0,0,8,11,8,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0
3r2k1/5pp1/4b3/4K1P1/1n5P/b7/P4P2/8 b - - 7 35,19,7,4,2,1201,1216,1,0,0,0,2,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,7,0,0,3,0,0,0,0,0,7,4,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0
1b2rk2/5p2/3p2r1/P2PpN2/4P3/2q2PPp/8/3R1QRK w - - 0 39,8,10,5,3,1938,2010,0,0,4,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,7,0,0,7,1,9,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,8,0,11,8,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3bn1k1/5pp1/nNp1p3/2Pp3p/1P1P4/4PN2/3BKPPP/8 b - - 2 24,8,4,4,3,1381,1411,1,0,0,0,4,3,0,6,0,0,0,0,0,0,1,1,0,3,9,1,0,1,0,0,0,0,0,7,1,0,0,0,1,0,7,0,7,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,10,12,7,7,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0
2r3k1/6pn/pp1p3p/3Pp3/8/P1N2PP1/1Pb2K1P/8 w - - 0 29,7,8,3,4,1775,1783,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,7,7,0,0,7,4,0,0,12,0,7,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
8/p4k2/1p2pp1p/6p1/1r6/5PKP/6P1/8 w - - 0 47,19,2,1,4,1521,1497,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,12,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,4,4,4,2,2259,2241,1,2,3,4,5,6,4,3,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0
1kr5/p1p5/1p1p4/5Qp1/4Pq2/5P1P/PPPN1P2/2KR3R b - - 0 20,7,2,4,2,1710,1605,1,0,6,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,7,5,0,0,0,0,0,0,0,7,0,7,7,7,7,9,0,7,0,0,0,0,12,8,0,0,0,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
r2qk2r/pp3ppp/4p3/3pP3/4n3/2P1B3/P1P2PPP/R2Q1RK1 w kq - 1 13,1,5,3,4,1531,1547,0,2,0,0,5,6,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,10,0,0,0,7,0,7,0,0,7,7,7,8,0,0,11,0,8,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,4,1,2,0,835,734,1,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
r4rk1/1b1pb1pp/pq3n2/4pPB1/2p1P2P/2N5/PPP1Q1P1/2KR3R b - - 2 17,7,7,4,4,1599,1577,1,2,0,0,0,0,2,6,0,0,4,0,1,4,0,1,1,1,5,0,0,0,3,0,0,0,0,0,0,1,7,10,0,0,0,1,0,7,0,0,7,0,0,9,0,0,0,0,0,7,7,7,0,11,0,7,0,0,0,12,8,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5rk1/1pq2ppp/2p5/P4B2/2P2bP1/P1p2Q1P/3r1P2/1R3RK1 w - - 4 24,5,1,2,3,1832,1913,0,0,0,0,0,0,2,6,0,0,1,5,0,0,1,1,1,0,0,1,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,7,0,0,4,7,0,7,0,1,0,0,11,0,7,0,0,0,2,0,7,0,0,0,8,0,0,0,8,12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
5rk1/4q1pp/4p3/3pP1P1/2bN3P/2P1Q3/8/R5K1 b - - 0 27,16,7,5,3,1524,1527,1,0,0,0,0,0,2,6,0,0,0,0,0,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,7,0,7,0,0,0,4,9,0,0,0,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
8/4R3/8/3K4/8/5k2/8/8 w - - 15 56,19,19,4,1,1963,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
r2qkbnr/pp3p1p/2n3p1/3p4/3Pp3/1P3B2/PBP2PPP/RN1Q1RK1 w kq - 0 10,1,10,4,6,1334,1362,0,2,0,0,5,6,4,3,2,1,1,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,7,0,0,0,10,0,0,7,10,7,0,0,7,7,7,8,9,0,11,0,8,12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
Q4b1r/p1pqkppn/3p3p/4P3/2b5/8/PPP2PPP/RNB2RK1 w - - 1 13,1,13,3,2,1201,1241,0,11,0,0,0,0,4,0,2,1,0,1,5,6,1,1,3,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,7,7,7,8,9,10,0,0,8,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
r1bq1rk1/pp2b1pp/2n1p3/2p1Pp2/2P2P2/P2PpNN1/1P2B1PP/R2QK2R w KQ - 0 14,11,4,5,4,2187,2112,0,2,0,4,5,0,2,6,0,1,1,0,0,4,0,1,1,0,0,3,0,1,0,0,0,0,0,1,0,7,1,0,0,0,0,7,0,0,7,0,0,7,0,0,7,1,9,9,0,0,7,0,0,10,0,7,7,8,0,0,11,12,0,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
2kr3r/1pp2ppp/p1p1bn2/2b5/8/3PBN2/PPP2PPP/RN2RK2 b - - 2 12,7,7,3,3,1244,1310,1,0,0,6,2,0,0,0,2,0,1,1,0,0,1,1,1,1,0,1,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,9,0,0,7,7,7,0,0,7,7,7,8,9,0,0,8,12,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
r6r/pp4p1/1npkpBQ1/q2p4/2PP4/2P1PP2/P5PP/2KR3R w - - 1 17,11,13,5,4,1577,1599,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,3,1,6,1,10,11,0,5,0,0,1,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,0,7,7,0,0,7,0,0,0,0,0,7,7,0,0,12,8,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
r1b1kbnr/1p1ppppp/p1n5/8/2P5/1P2PN2/1P1BB1PP/RN2K2R b KQkq - 1 9,14,1,3,2,1653,1665,1,2,0,4,0,6,4,3,2,0,1,0,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,7,9,0,0,0,7,0,10,10,0,7,7,8,9,0,0,12,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,0.0,0.0,0.0,0.0
rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2,4,4,3,2,1394,1316,1,2,3,4,5,6,4,3,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,8,9,10,0,12,10,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0
r1bqk1nr/pp2bppp/2n5/1B1PQ3/8/2N5/PPP2PPP/R1B1K1NR w KQkq - 1 8,13,13,5,3,2103,2082,0,2,0,4,5,6,0,3,2,1,1,0,0,4,1,1,1,0,0,3,0,0,0,0,0,0,10,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,7,7,0,0,7,7,7,8,0,10,0,12,0,9,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
rnbqk2r/ppp3pp/4P3/8/4p1n1/4P3/PP3PPP/RNBQKB1R b KQkq - 0 9,8,19,2,4,1820,1808,1,2,3,4,5,6,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,7,0,0,0,7,7,0,0,0,7,7,7,8,9,10,11,12,10,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0
r1bqkb1N/ppp3p1/4nn1p/3pP3/8/3PB3/PPP2PPP/RN1QK2R b KQ - 0 11,8,16,3,4,1668,1499,1,2,0,4,5,6,4,0,9,1,1,1,0,0,0,1,0,0,0,0,0,3,3,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,7,7,7,0,0,7,7,7,8,9,0,11,12,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0
rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,7,1,5,2,2046,1926,1,2,3,4,5,6,0,3,2,1,1,1,1,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,7,7,7,8,9,10,11,12,10,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
2k1rb2/pp3Npp/2bp4/8/P1P5/2NPq3/1PK3PP/2Q2R2 b - - 1 24,8,8,3,4,942,901,1,0,0,6,0,2,4,0,0,1,1,0,0,0,9,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,9,7,5,0,0,0,0,7,12,0,0,0,7,7,0,0,11,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0
r4rk1/5pp1/2N1p2p/7q/1b1Pp3/nP4BP/1Q3PP1/R1R3K1 b - - 5 25,2,2,3,3,1539,1529,1,2,0,0,0,0,2,6,0,0,0,0,0,0,1,1,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,5,0,4,0,7,1,0,0,0,3,7,0,0,0,0,10,7,0,11,0,0,0,7,7,0,8,0,8,0,0,0,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
r3k2r/ppB1bppp/2n5/2q5/6b1/1R1B1N2/P1P3PP/3Q1R1K b kq - 4 15,1,13,3,3,1390,1371,1,2,0,0,0,6,0,0,2,1,1,10,0,4,1,1,1,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,10,0,9,0,0,7,0,7,0,0,0,7,7,0,0,0,11,0,8,0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0
r1bqr1k1/pp3pbp/n2p2p1/2pP4/4n3/P1N1BN1P/1P2BPP1/R2QK2R w KQ - 0 12,13,2,5,4,1995,2003,0,2,0,4,5,2,0,6,0,1,1,0,0,0,1,4,1,3,0,0,1,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,3,0,0,0,7,0,9,0,10,9,0,7,0,7,0,0,10,7,7,0,8,0,0,11,12,0,0,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,1602,1574,0,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,8,9,10,11,12,10,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
r1bqk1nr/ppp1bppp/3p4/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 7,10,8,5,1,1557,1565,1,2,0,4,5,6,0,3,2,1,1,1,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,7,7,7,8,9,10,0,12,10,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,0.0,0.0,0.0,0.0
r2qkbnr/ppp1pppp/8/3Pn3/3QpBb1/2N5/PPP2PPP/R3KBNR b KQkq - 4 6,13,7,5,3,1318,1182,1,2,0,0,5,6,4,3,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,11,1,10,4,0,0,0,9,0,0,0,0,0,7,7,7,0,0,7,7,7,8,0,0,0,12,10,9,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
